LLAVE;LOCALIDAD;CLASE_ACC;GRAVEDAD;ANO_OCURRENCIA_ACC;MES;Cuenta de OBJECTID
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Enero;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Febrero;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Marzo;22
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Abril;27
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Mayo;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Junio;13
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Julio;22
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Agosto;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Septiembre;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Octubre;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Noviembre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2007;Diciembre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Enero;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Febrero;6
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Marzo;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Abril;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Mayo;25
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Junio;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Julio;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Agosto;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Septiembre;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Octubre;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Noviembre;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2008;Diciembre;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Enero;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Febrero;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Marzo;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Abril;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Mayo;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Junio;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Julio;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Agosto;28
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Septiembre;13
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Octubre;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Noviembre;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2009;Diciembre;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Enero;9
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Febrero;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Marzo;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Abril;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Mayo;37
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Junio;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Julio;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Agosto;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Septiembre;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Octubre;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Noviembre;9
01;USAQUEN;ATROPELLO;CON HERIDOS;2010;Diciembre;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Enero;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Febrero;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Marzo;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Abril;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Mayo;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Junio;25
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Julio;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Agosto;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Septiembre;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Octubre;22
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Noviembre;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2011;Diciembre;13
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Enero;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Febrero;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Marzo;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Abril;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Mayo;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Junio;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Julio;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Agosto;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Septiembre;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Octubre;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Noviembre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2012;Diciembre;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Enero;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Febrero;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Marzo;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Abril;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Mayo;13
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Junio;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Julio;11
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Agosto;11
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Septiembre;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Octubre;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Noviembre;11
01;USAQUEN;ATROPELLO;CON HERIDOS;2013;Diciembre;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Enero;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Febrero;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Marzo;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Abril;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Mayo;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Junio;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Julio;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Agosto;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Septiembre;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Octubre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Noviembre;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2014;Diciembre;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Enero;11
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Febrero;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Marzo;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Abril;24
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Mayo;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Junio;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Julio;23
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Agosto;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Septiembre;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Octubre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Noviembre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2015;Diciembre;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Enero;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Febrero;10
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Marzo;8
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Abril;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Mayo;25
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Junio;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Julio;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Agosto;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Septiembre;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Octubre;13
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Noviembre;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2016;Diciembre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Enero;7
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Febrero;8
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Marzo;11
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Abril;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Mayo;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Junio;11
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Julio;10
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Agosto;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Septiembre;13
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Octubre;11
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Noviembre;17
01;USAQUEN;ATROPELLO;CON HERIDOS;2017;Diciembre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Enero;8
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Febrero;12
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Marzo;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Abril;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Mayo;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Junio;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Julio;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Agosto;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Septiembre;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Octubre;14
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Noviembre;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2018;Diciembre;6
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Enero;16
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Febrero;21
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Marzo;20
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Abril;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Mayo;15
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Junio;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Julio;8
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Agosto;19
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Septiembre;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Octubre;18
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Noviembre;9
01;USAQUEN;ATROPELLO;CON HERIDOS;2019;Diciembre;5
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Enero;3
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Febrero;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Marzo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Mayo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Julio;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Agosto;3
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Septiembre;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Octubre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Noviembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2007;Diciembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2008;Enero;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2008;Mayo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2008;Agosto;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2008;Diciembre;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Enero;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Febrero;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Abril;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Mayo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Junio;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Agosto;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Septiembre;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Noviembre;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2009;Diciembre;3
01;USAQUEN;ATROPELLO;CON MUERTOS;2010;Febrero;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2010;Marzo;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2010;Abril;4
01;USAQUEN;ATROPELLO;CON MUERTOS;2010;Junio;3
01;USAQUEN;ATROPELLO;CON MUERTOS;2010;Septiembre;3
01;USAQUEN;ATROPELLO;CON MUERTOS;2010;Octubre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2010;Noviembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2010;Diciembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Febrero;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Marzo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Mayo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Julio;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Agosto;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Septiembre;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Octubre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Noviembre;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2011;Diciembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2012;Marzo;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2012;Abril;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2012;Agosto;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2012;Septiembre;3
01;USAQUEN;ATROPELLO;CON MUERTOS;2012;Octubre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2013;Marzo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2013;Noviembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2013;Diciembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2014;Febrero;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2014;Abril;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2014;Agosto;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2014;Septiembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2014;Noviembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2015;Febrero;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2015;Agosto;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2015;Septiembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2015;Diciembre;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2016;Enero;3
01;USAQUEN;ATROPELLO;CON MUERTOS;2016;Marzo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2016;Mayo;5
01;USAQUEN;ATROPELLO;CON MUERTOS;2016;Julio;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2016;Agosto;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2016;Septiembre;5
01;USAQUEN;ATROPELLO;CON MUERTOS;2016;Octubre;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2016;Diciembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2017;Enero;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2017;Mayo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2017;Junio;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2017;Julio;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2017;Octubre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2017;Diciembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2018;Marzo;4
01;USAQUEN;ATROPELLO;CON MUERTOS;2018;Abril;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2018;Mayo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2018;Junio;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2018;Julio;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2018;Octubre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2018;Noviembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2018;Diciembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2019;Marzo;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2019;Abril;3
01;USAQUEN;ATROPELLO;CON MUERTOS;2019;Junio;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2019;Julio;2
01;USAQUEN;ATROPELLO;CON MUERTOS;2019;Agosto;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2019;Septiembre;1
01;USAQUEN;ATROPELLO;CON MUERTOS;2019;Diciembre;1
01;USAQUEN;ATROPELLO;SOLO DANOS;2008;Septiembre;1
01;USAQUEN;ATROPELLO;SOLO DANOS;2014;Septiembre;1
01;USAQUEN;ATROPELLO;SOLO DANOS;2018;Agosto;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2008;Febrero;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2008;Agosto;7
01;USAQUEN;AUTOLESION;CON HERIDOS;2008;Septiembre;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2008;Octubre;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2008;Noviembre;7
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Enero;5
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Febrero;7
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Marzo;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Abril;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Mayo;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Junio;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Julio;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Agosto;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Septiembre;6
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Octubre;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Noviembre;6
01;USAQUEN;AUTOLESION;CON HERIDOS;2009;Diciembre;12
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Enero;11
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Febrero;11
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Marzo;9
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Abril;12
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Mayo;18
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Junio;7
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Julio;6
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Agosto;6
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Septiembre;5
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Octubre;5
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Noviembre;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2010;Diciembre;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Enero;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Febrero;3
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Marzo;3
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Abril;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Mayo;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Junio;9
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Julio;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Agosto;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Septiembre;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2011;Diciembre;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Enero;3
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Febrero;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Marzo;3
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Abril;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Mayo;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Junio;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Julio;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Agosto;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Septiembre;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Octubre;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2012;Diciembre;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2013;Enero;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2013;Febrero;4
01;USAQUEN;AUTOLESION;CON HERIDOS;2013;Marzo;3
01;USAQUEN;AUTOLESION;CON HERIDOS;2013;Mayo;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2013;Junio;3
01;USAQUEN;AUTOLESION;CON HERIDOS;2013;Septiembre;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2013;Octubre;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2013;Diciembre;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2014;Enero;1
01;USAQUEN;AUTOLESION;CON HERIDOS;2014;Junio;2
01;USAQUEN;AUTOLESION;CON HERIDOS;2017;Marzo;1
01;USAQUEN;AUTOLESION;CON MUERTOS;2010;Diciembre;1
01;USAQUEN;AUTOLESION;CON MUERTOS;2014;Septiembre;1
01;USAQUEN;AUTOLESION;SOLO DANOS;2008;Octubre;1
01;USAQUEN;AUTOLESION;SOLO DANOS;2011;Mayo;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Enero;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Febrero;7
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Marzo;14
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Abril;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Mayo;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Junio;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Julio;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Agosto;6
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Septiembre;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Octubre;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Noviembre;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2007;Diciembre;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Enero;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Febrero;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Marzo;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Abril;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Mayo;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Julio;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Agosto;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Septiembre;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Octubre;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Noviembre;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2008;Diciembre;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Enero;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Febrero;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Marzo;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Abril;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Mayo;6
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Junio;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Julio;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Agosto;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Septiembre;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Octubre;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Noviembre;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2009;Diciembre;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Enero;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Febrero;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Marzo;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Abril;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Mayo;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Junio;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Julio;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Agosto;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Septiembre;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Octubre;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Noviembre;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2010;Diciembre;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Enero;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Febrero;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Marzo;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Abril;6
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Mayo;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Junio;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Julio;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Agosto;5
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Septiembre;8
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Octubre;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Noviembre;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2011;Diciembre;2
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2012;Enero;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2012;Febrero;3
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2012;Marzo;4
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2012;Abril;1
01;USAQUEN;CAIDA DE OCUPANTE;CON HERIDOS;2012;Mayo;8
